m_items,model,time
10,knn,0.7572920322418213
20,knn,2.4282331466674805
50,knn,10.753576040267944
10,mf,0.40251684188842773
10,hybrid,1.134753942489624
20,mf,0.8952291011810303
20,hybrid,3.6984379291534424
50,mf,1.935920000076294
50,hybrid,18.772626876831055
