m_items,model,mae
10,knn,1.8386413107920856
20,knn,1.3454401657602737
50,knn,0.9144525575930229
10,mf,0.6708020213392284
10,hybrid,1.6265446374952102
20,mf,0.6599667822464145
20,hybrid,1.2227039251563685
50,mf,0.657381684105853
50,hybrid,0.9094853399099784
